cart_id,item_id,time,quantity
21,46,2021-02-07 07:07:28,1
22,13,2021-02-01 21:29:12,4
22,27,2021-02-02 22:51:38,5
23,1,2021-02-09 06:13:13,5
23,7,2021-02-04 08:52:06,4
23,17,2021-02-04 17:12:11,5
23,50,2021-02-02 21:14:05,5
23,18,2021-02-08 16:54:14,5
24,40,2021-02-02 07:33:34,2
25,31,2021-02-01 16:17:29,5
25,3,2021-02-07 22:32:01,3
25,33,2021-02-08 11:28:57,2
25,32,2021-02-06 06:38:48,2
25,21,2021-02-05 09:45:04,4
25,47,2021-02-06 06:17:53,1
26,13,2021-02-08 04:17:55,4
26,21,2021-02-04 12:21:30,4
26,26,2021-02-08 10:52:58,5
26,19,2021-02-09 21:53:35,5
26,12,2021-02-06 02:08:10,3
26,27,2021-02-07 11:23:40,1
26,1,2021-02-05 06:16:29,4
26,43,2021-02-03 21:58:26,4
26,7,2021-02-08 23:40:40,2
26,5,2021-02-04 08:35:53,3
27,32,2021-02-03 03:46:44,3
28,44,2021-02-03 04:47:56,5
29,14,2021-02-07 08:06:09,2
30,50,2021-02-06 08:35:48,5
31,24,2021-02-01 07:25:20,1
31,20,2021-02-09 16:08:16,3
32,5,2021-02-06 08:44:05,1
32,34,2021-02-08 18:35:50,4
32,36,2021-02-01 01:03:18,1
32,18,2021-02-01 19:13:02,2
33,24,2021-02-04 11:35:45,5
33,35,2021-02-01 06:55:51,1
33,6,2021-02-02 14:14:22,3
33,34,2021-02-04 01:05:24,3
33,48,2021-02-06 06:07:04,2
33,39,2021-02-01 13:53:23,5
33,14,2021-02-05 18:21:50,5
33,16,2021-02-02 10:31:26,2
33,18,2021-02-04 08:53:01,1
33,38,2021-02-07 03:28:06,4
34,2,2021-02-09 05:35:32,2
34,10,2021-02-04 13:38:10,4
34,17,2021-02-04 22:33:10,1
34,50,2021-02-08 13:00:26,2
34,41,2021-02-03 06:27:47,2
34,8,2021-02-01 11:35:39,2
35,5,2021-02-01 08:34:17,5
35,3,2021-02-02 09:45:48,1
35,24,2021-02-05 07:31:17,4
35,8,2021-02-04 12:40:35,3
35,50,2021-02-02 05:13:35,3
35,9,2021-02-02 14:54:35,5
36,12,2021-02-07 10:52:25,5
36,16,2021-02-06 19:11:44,4
36,6,2021-02-08 16:24:33,2
37,33,2021-02-04 08:26:20,1
37,8,2021-02-07 13:46:45,2
37,2,2021-02-07 01:49:19,1
37,11,2021-02-06 03:42:08,3
37,45,2021-02-03 21:38:00,5
37,48,2021-02-04 20:36:57,2
37,41,2021-02-07 17:22:21,4
38,32,2021-02-05 19:27:51,3
38,40,2021-02-05 02:44:52,1
38,6,2021-02-01 06:02:40,1
38,19,2021-02-04 18:54:00,1
38,13,2021-02-01 03:40:16,1
39,10,2021-02-09 16:20:24,4
39,28,2021-02-07 01:13:45,2
39,16,2021-02-01 16:58:00,3
40,44,2021-02-06 19:28:57,2
40,5,2021-02-03 09:35:42,1
40,16,2021-02-07 07:28:27,3
41,29,2021-02-09 07:20:27,2
41,26,2021-02-06 17:57:01,1
41,3,2021-02-01 17:45:55,4
41,15,2021-02-08 18:50:17,3
41,22,2021-02-09 13:13:22,5
41,36,2021-02-01 21:38:30,2
41,2,2021-02-02 07:13:32,1
42,26,2021-02-07 20:13:41,2
42,3,2021-02-01 05:06:09,5
42,17,2021-02-08 03:26:52,3
42,42,2021-02-03 02:12:28,1
42,10,2021-02-09 13:35:02,4
43,7,2021-02-09 18:38:37,1
43,1,2021-02-05 11:05:54,4
43,10,2021-02-06 13:11:06,3
43,40,2021-02-02 21:51:37,5
43,47,2021-02-04 21:32:58,1
43,18,2021-02-04 16:40:08,2
43,46,2021-02-04 12:53:02,2
44,15,2021-02-05 07:06:06,2
44,25,2021-02-07 18:49:26,3
44,20,2021-02-07 11:37:23,1
44,36,2021-02-09 21:41:20,1
45,27,2021-02-06 17:09:07,1
45,46,2021-02-06 22:57:39,3
46,25,2021-02-01 07:25:33,4
46,17,2021-02-04 12:23:38,4
46,28,2021-02-01 17:58:46,3
46,49,2021-02-06 23:04:55,5
46,5,2021-02-08 04:03:05,2
46,14,2021-02-09 14:36:06,4
46,1,2021-02-04 05:15:10,4
47,3,2021-02-02 21:37:54,1
47,8,2021-02-07 22:29:36,1
47,44,2021-02-06 17:26:40,1
47,17,2021-02-02 11:33:53,4
47,7,2021-02-05 04:38:34,3
47,28,2021-02-06 13:09:58,3
47,12,2021-02-02 19:09:51,3
47,15,2021-02-05 18:04:29,5
47,47,2021-02-06 15:26:39,1
48,5,2021-02-04 09:29:56,3
48,48,2021-02-05 08:34:51,2
48,26,2021-02-01 13:48:29,5
48,32,2021-02-02 19:53:06,2
49,22,2021-02-03 14:44:25,5
49,16,2021-02-07 23:09:24,5
49,40,2021-02-07 03:55:31,3
50,19,2021-02-07 12:13:39,5
50,7,2021-02-06 03:14:02,3
50,29,2021-02-02 12:00:49,2
50,50,2021-02-05 02:27:22,3
50,1,2021-02-04 14:24:10,5
51,8,2021-02-03 06:12:17,5
51,27,2021-02-05 03:47:38,2
51,33,2021-02-09 14:47:04,3
52,12,2021-02-07 11:11:13,2
52,5,2021-02-02 14:40:51,2
52,31,2021-02-08 06:18:22,5
52,2,2021-02-03 14:36:12,4
53,34,2021-02-01 13:08:22,1
53,15,2021-02-02 22:02:15,3
53,36,2021-02-06 21:17:15,5
54,28,2021-02-04 08:14:17,1
54,49,2021-02-06 22:18:09,5
54,17,2021-02-06 22:21:59,5
54,39,2021-02-05 03:03:12,3
54,27,2021-02-03 09:38:14,4
54,40,2021-02-08 01:37:52,1
54,1,2021-02-04 10:15:00,5
54,8,2021-02-04 09:23:54,2
54,37,2021-02-09 09:42:46,2
55,10,2021-02-05 23:48:06,2
55,17,2021-02-03 11:29:50,4
55,37,2021-02-05 19:18:45,1
55,31,2021-02-04 16:06:15,3
55,43,2021-02-01 07:27:57,2
56,34,2021-02-06 02:51:32,4
56,6,2021-02-05 01:35:17,3
56,44,2021-02-04 15:21:01,3
56,49,2021-02-07 10:03:38,2
56,16,2021-02-02 02:27:27,3
56,29,2021-02-05 06:21:45,1
56,28,2021-02-01 14:56:01,4
56,42,2021-02-07 17:03:44,3
56,18,2021-02-05 21:31:00,3
57,22,2021-02-07 20:31:17,2
57,26,2021-02-01 22:16:10,1
57,6,2021-02-06 07:41:11,1
57,34,2021-02-06 22:22:55,2
57,19,2021-02-04 13:10:28,1
57,39,2021-02-05 04:09:35,2
57,24,2021-02-04 21:53:03,3
57,40,2021-02-01 12:40:11,2
57,28,2021-02-06 00:52:16,4
58,42,2021-02-01 11:52:09,2
58,41,2021-02-04 00:01:53,4
58,22,2021-02-04 09:49:51,1
58,14,2021-02-05 00:55:44,2
59,41,2021-02-09 07:41:43,3
59,13,2021-02-02 08:58:32,4
59,9,2021-02-08 19:03:11,3
60,33,2021-02-04 12:49:48,5
60,42,2021-02-05 09:11:17,2
60,18,2021-02-04 09:54:43,4
60,34,2021-02-07 23:23:04,4
60,14,2021-02-06 00:04:10,5
61,13,2021-02-05 13:13:46,4
61,1,2021-02-01 05:25:18,3
61,39,2021-02-05 11:49:01,1
61,24,2021-02-02 19:21:57,5
61,16,2021-02-04 20:29:02,2
61,46,2021-02-01 00:11:27,1
61,30,2021-02-04 12:17:44,1
62,50,2021-02-06 19:49:20,2
62,39,2021-02-03 08:24:02,1
63,14,2021-02-06 00:28:20,3
63,19,2021-02-04 12:30:11,5
63,42,2021-02-06 06:18:23,2
63,22,2021-02-01 10:19:57,1
63,10,2021-02-01 08:26:03,5
64,45,2021-02-01 18:11:06,1
64,12,2021-02-09 01:49:13,1
64,28,2021-02-06 03:53:54,5
64,30,2021-02-06 18:21:17,5
64,9,2021-02-05 09:33:23,3
64,18,2021-02-02 01:07:53,3
64,27,2021-02-06 08:54:41,5
64,32,2021-02-03 03:44:21,3
64,16,2021-02-04 22:54:32,2
65,18,2021-02-08 01:11:33,5
65,20,2021-02-07 09:57:13,2
65,4,2021-02-07 09:05:05,3
65,9,2021-02-05 20:10:54,5
65,50,2021-02-05 10:53:57,4
65,42,2021-02-04 07:13:44,5
65,33,2021-02-05 03:14:40,1
66,29,2021-02-08 21:32:03,4
66,46,2021-02-06 00:22:37,3
66,38,2021-02-01 03:57:05,5
66,16,2021-02-07 19:19:02,5
66,24,2021-02-03 09:18:01,5
66,25,2021-02-04 06:42:23,5
67,7,2021-02-02 18:31:37,5
67,32,2021-02-07 01:28:04,2
68,2,2021-02-02 21:02:45,1
68,48,2021-02-03 07:06:38,3
68,23,2021-02-09 01:31:39,3
68,16,2021-02-07 13:55:47,3
68,36,2021-02-04 13:27:20,1
68,25,2021-02-02 19:30:02,5
68,50,2021-02-06 09:16:36,3
69,40,2021-02-01 13:11:55,3
69,29,2021-02-08 20:08:41,4
69,18,2021-02-08 04:42:35,5
69,32,2021-02-05 21:41:04,2
69,45,2021-02-06 18:48:21,5
69,16,2021-02-02 05:55:58,5
70,14,2021-02-06 00:50:29,1
70,31,2021-02-07 04:41:16,3
70,43,2021-02-05 19:20:42,4
70,11,2021-02-02 02:07:26,5
70,5,2021-02-03 00:33:44,3
70,12,2021-02-08 02:40:38,2
70,8,2021-02-01 09:10:58,4
70,50,2021-02-02 19:07:48,5
70,29,2021-02-07 03:44:31,3
70,18,2021-02-06 10:38:53,2
71,17,2021-02-02 00:05:12,3
71,47,2021-02-05 15:17:33,5
71,6,2021-02-02 21:56:03,1
71,10,2021-02-06 21:15:19,4
71,45,2021-02-01 05:52:40,1
71,35,2021-02-09 02:29:11,4
71,20,2021-02-03 08:50:47,5
72,2,2021-02-09 11:19:00,1
73,21,2021-02-08 03:52:59,3
73,14,2021-02-09 17:55:34,5
73,16,2021-02-08 18:19:54,3
73,9,2021-02-01 16:23:10,2
73,15,2021-02-05 22:03:44,4
73,20,2021-02-03 11:04:22,1
73,2,2021-02-05 23:06:46,3
73,17,2021-02-08 12:37:37,1
73,10,2021-02-02 07:05:05,3
74,44,2021-02-01 07:59:36,3
74,4,2021-02-04 04:25:48,2
75,28,2021-02-09 04:15:16,3
75,47,2021-02-04 09:38:02,1
75,16,2021-02-02 12:16:10,3
75,48,2021-02-07 23:22:20,5
75,44,2021-02-03 21:49:49,2
75,38,2021-02-05 22:45:28,2
75,12,2021-02-08 05:24:04,4
75,9,2021-02-05 07:16:17,5
75,41,2021-02-05 13:28:51,3
76,22,2021-02-03 02:52:17,5
76,47,2021-02-05 04:48:15,3
76,48,2021-02-01 23:45:04,3
76,26,2021-02-02 00:10:48,4
76,24,2021-02-04 09:24:03,2
76,11,2021-02-08 11:34:09,5
76,49,2021-02-03 23:28:27,5
76,23,2021-02-08 07:51:43,4
76,15,2021-02-04 20:36:09,5
76,20,2021-02-04 08:04:50,4
77,1,2021-02-01 14:43:23,1
77,39,2021-02-01 14:02:20,5
77,14,2021-02-01 08:44:37,4
77,8,2021-02-06 11:21:40,2
77,49,2021-02-09 12:29:57,4
77,43,2021-02-02 14:09:35,3
77,29,2021-02-04 00:24:43,4
77,45,2021-02-01 00:42:01,1
77,10,2021-02-08 08:00:52,3
78,38,2021-02-02 14:52:53,3
78,4,2021-02-01 14:03:53,2
79,36,2021-02-07 21:21:31,3
79,6,2021-02-08 21:32:07,2
79,17,2021-02-04 20:22:25,4
79,29,2021-02-02 16:52:45,2
79,19,2021-02-09 17:16:19,2
79,42,2021-02-08 20:44:12,2
79,21,2021-02-08 11:14:33,4
79,48,2021-02-02 09:58:09,2
79,37,2021-02-07 14:07:01,5
79,3,2021-02-02 09:31:02,3
80,7,2021-02-03 14:07:28,4
80,46,2021-02-09 06:59:06,4
80,32,2021-02-08 11:35:47,5
80,30,2021-02-02 01:04:21,5
80,25,2021-02-07 02:43:42,1
80,2,2021-02-05 04:29:31,4
81,9,2021-02-03 23:36:17,1
81,33,2021-02-01 11:59:20,4
81,17,2021-02-03 18:14:57,3
81,45,2021-02-09 13:39:05,2
81,4,2021-02-05 20:11:11,2
81,18,2021-02-08 01:01:23,3
81,6,2021-02-05 10:50:03,1
82,5,2021-02-04 17:07:25,2
82,20,2021-02-03 18:06:39,2
82,10,2021-02-04 15:09:55,4
82,27,2021-02-03 01:14:51,3
82,42,2021-02-04 12:07:54,1
82,21,2021-02-06 16:53:34,2
83,40,2021-02-04 07:50:24,1
83,8,2021-02-03 06:30:12,4
83,44,2021-02-09 07:14:19,5
83,45,2021-02-04 07:12:09,2
83,26,2021-02-05 14:53:41,4
83,11,2021-02-09 15:03:50,1
83,36,2021-02-02 10:12:22,2
83,34,2021-02-06 17:10:26,5
83,5,2021-02-09 01:12:34,4
83,13,2021-02-03 13:23:42,4
84,18,2021-02-05 01:08:25,5
84,13,2021-02-08 20:17:43,4
84,44,2021-02-08 20:42:13,2
84,22,2021-02-05 14:45:48,5
84,1,2021-02-09 18:21:53,2
84,29,2021-02-04 17:47:05,2
84,3,2021-02-02 05:31:16,3
84,7,2021-02-08 20:37:33,3
85,10,2021-02-04 13:09:27,2
85,21,2021-02-03 11:23:57,2
85,4,2021-02-07 11:38:03,1
85,43,2021-02-02 04:35:03,1
85,24,2021-02-08 09:05:39,4
85,22,2021-02-09 12:06:21,3
86,49,2021-02-04 14:18:08,1
86,35,2021-02-05 22:17:21,4
86,25,2021-02-05 22:17:54,5
86,41,2021-02-05 05:01:53,2
86,42,2021-02-03 21:31:34,5
86,1,2021-02-08 01:21:29,5
87,15,2021-02-04 20:31:41,4
87,45,2021-02-06 00:55:04,5
88,31,2021-02-06 21:56:30,1
88,50,2021-02-05 07:04:51,3
88,10,2021-02-08 02:08:29,3
89,2,2021-02-09 14:52:44,2
89,15,2021-02-08 14:53:32,2
90,23,2021-02-04 11:42:49,3
90,1,2021-02-04 07:52:33,1
90,25,2021-02-08 16:28:43,1
90,13,2021-02-08 18:10:19,5
90,36,2021-02-08 14:06:47,2
91,13,2021-02-03 11:26:34,4
91,42,2021-02-08 13:14:13,4
91,6,2021-02-05 16:50:13,1
91,19,2021-02-07 00:59:30,2
91,23,2021-02-01 04:18:12,4
91,40,2021-02-07 05:21:36,3
92,12,2021-02-07 19:08:10,5
92,30,2021-02-02 03:12:55,5
92,44,2021-02-06 11:39:13,4
92,8,2021-02-08 01:38:45,4
92,36,2021-02-05 00:11:04,4
92,24,2021-02-08 07:39:30,1
92,40,2021-02-08 04:20:02,5
92,34,2021-02-05 18:39:05,1
93,8,2021-02-05 17:38:06,1
93,20,2021-02-07 10:50:40,4
93,17,2021-02-03 05:51:41,2
93,37,2021-02-07 15:53:27,4
93,6,2021-02-01 08:00:53,3
93,33,2021-02-04 08:51:21,4
93,5,2021-02-08 17:39:47,5
93,18,2021-02-06 08:43:55,3
94,40,2021-02-04 12:52:54,2
94,39,2021-02-01 00:53:25,4
94,11,2021-02-07 09:04:06,1
94,47,2021-02-01 10:18:44,4
94,10,2021-02-05 05:31:28,2
94,17,2021-02-04 16:08:11,3
94,48,2021-02-01 12:11:04,4
94,25,2021-02-07 08:33:57,3
95,1,2021-02-08 10:44:44,4
95,27,2021-02-02 12:12:38,1
95,5,2021-02-05 11:58:41,2
95,25,2021-02-05 22:45:45,1
96,15,2021-02-05 02:07:05,4
96,9,2021-02-02 18:19:45,5
96,28,2021-02-09 21:28:08,5
96,13,2021-02-09 09:09:41,3
96,25,2021-02-05 17:52:29,1
96,22,2021-02-06 21:42:16,4
96,36,2021-02-03 05:01:10,3
96,44,2021-02-07 13:44:24,1
96,31,2021-02-01 18:13:38,2
96,2,2021-02-04 12:12:19,2
97,46,2021-02-04 09:41:02,5
97,15,2021-02-08 15:12:49,4
97,19,2021-02-04 13:36:01,4
98,24,2021-02-08 06:21:06,1
98,31,2021-02-04 01:53:44,4
98,26,2021-02-04 01:56:48,4
98,25,2021-02-05 23:53:19,1
98,4,2021-02-07 21:13:26,4
98,34,2021-02-08 18:17:02,1
98,12,2021-02-09 01:06:21,4
98,29,2021-02-07 07:41:54,2
98,47,2021-02-09 15:58:46,2
98,16,2021-02-09 17:06:27,3
99,50,2021-02-02 13:44:51,3
99,16,2021-02-04 20:18:31,4
99,9,2021-02-01 17:40:27,3
99,28,2021-02-04 10:48:07,2
99,37,2021-02-05 15:26:18,3
99,33,2021-02-07 02:01:17,1
100,20,2021-02-07 06:49:03,2
100,22,2021-02-03 22:49:00,5
100,34,2021-02-04 09:01:48,4
100,30,2021-02-03 05:04:04,5
100,50,2021-02-01 06:08:19,1
100,23,2021-02-08 01:20:49,3
101,46,2021-02-05 15:27:12,3
101,12,2021-02-07 15:02:18,3
101,33,2021-02-07 20:34:38,1
101,9,2021-02-04 21:11:11,1
101,13,2021-02-02 21:32:51,2
101,44,2021-02-08 04:39:00,3
101,43,2021-02-04 11:13:51,4
102,30,2021-02-05 21:04:19,1
103,26,2021-02-02 07:07:21,4
103,38,2021-02-04 02:20:49,3
103,44,2021-02-02 21:34:24,3
103,48,2021-02-04 01:17:33,1
103,10,2021-02-09 22:57:21,3
103,13,2021-02-04 07:56:10,4
104,3,2021-02-04 17:20:46,4
104,24,2021-02-08 06:53:40,4
105,40,2021-02-07 06:15:37,1
105,3,2021-02-04 22:01:24,4
105,8,2021-02-05 04:09:43,5
106,28,2021-02-09 12:57:19,1
106,27,2021-02-04 05:07:11,4
106,12,2021-02-05 17:50:53,1
106,22,2021-02-01 17:00:45,1
106,49,2021-02-08 22:56:53,5
107,17,2021-02-05 22:38:23,2
107,38,2021-02-09 12:02:35,4
107,22,2021-02-08 15:47:36,4
108,38,2021-02-02 11:12:08,4
108,23,2021-02-02 10:37:51,2
108,5,2021-02-04 23:01:40,3
108,10,2021-02-02 14:04:12,1
108,35,2021-02-08 04:15:12,2
108,43,2021-02-02 21:24:42,5
108,29,2021-02-04 05:45:33,2
108,9,2021-02-04 04:26:02,4
109,29,2021-02-06 22:51:23,4
109,23,2021-02-06 11:16:39,1
109,50,2021-02-05 07:03:25,5
109,49,2021-02-04 03:54:36,2
109,20,2021-02-05 02:24:16,2
110,45,2021-02-02 19:43:24,5
110,42,2021-02-03 00:57:54,1
110,12,2021-02-09 09:13:12,2
110,7,2021-02-03 10:54:05,5
110,1,2021-02-01 05:18:48,3
110,29,2021-02-06 00:39:58,2
110,11,2021-02-04 15:11:14,3
110,13,2021-02-03 20:24:59,2
110,46,2021-02-09 04:52:33,5
110,37,2021-02-09 02:50:06,3
111,1,2021-02-06 03:04:04,1
111,46,2021-02-01 18:20:07,3
111,31,2021-02-04 21:32:23,4
111,26,2021-02-07 20:16:08,3
111,12,2021-02-07 14:37:26,5
111,32,2021-02-08 21:13:54,1
111,30,2021-02-09 10:00:22,4
111,9,2021-02-02 12:39:23,5
111,14,2021-02-05 07:58:03,2
111,15,2021-02-03 12:29:19,5
112,50,2021-02-07 18:38:34,5
112,3,2021-02-04 09:11:09,4
112,5,2021-02-09 09:01:46,5
112,16,2021-02-02 18:07:28,3
112,22,2021-02-01 14:44:28,4
113,40,2021-02-02 01:27:09,1
113,11,2021-02-05 17:39:53,5
113,21,2021-02-03 20:40:42,2
113,37,2021-02-06 14:46:24,2
113,14,2021-02-09 16:23:42,2
113,28,2021-02-04 00:45:40,2
113,44,2021-02-09 20:11:29,4
113,3,2021-02-07 17:57:38,4
113,7,2021-02-07 19:25:10,2
114,11,2021-02-06 08:44:55,5
114,38,2021-02-08 12:18:03,3
114,4,2021-02-06 15:02:47,3
114,28,2021-02-05 18:45:52,2
114,9,2021-02-02 21:57:49,4
114,8,2021-02-06 22:26:44,4
114,12,2021-02-03 16:41:42,5
114,40,2021-02-06 05:47:23,2
114,24,2021-02-09 01:44:09,3
114,6,2021-02-08 23:16:30,5
115,26,2021-02-08 14:32:37,2
115,34,2021-02-07 13:43:42,2
115,35,2021-02-04 05:32:45,4
115,47,2021-02-02 18:35:04,3
115,21,2021-02-03 03:14:54,5
115,39,2021-02-03 15:50:38,2
115,19,2021-02-06 00:31:21,4
115,31,2021-02-07 18:02:41,4
116,47,2021-02-08 09:45:22,1
116,25,2021-02-06 14:40:44,5
116,6,2021-02-01 03:55:58,3
116,14,2021-02-01 01:53:50,1
116,48,2021-02-08 04:12:16,1
116,43,2021-02-03 00:46:54,1
117,38,2021-02-02 06:05:55,3
117,32,2021-02-03 01:26:27,1
117,11,2021-02-01 03:58:21,1
117,1,2021-02-04 01:54:37,4
118,25,2021-02-04 04:33:05,3
118,50,2021-02-05 08:27:09,3
118,40,2021-02-01 05:32:36,1
118,45,2021-02-04 15:26:09,1
118,13,2021-02-08 09:04:26,3
119,33,2021-02-09 02:39:25,3
119,21,2021-02-08 16:51:25,5
119,26,2021-02-05 09:09:22,5
119,4,2021-02-07 14:52:47,3
119,11,2021-02-03 17:59:48,2
119,19,2021-02-08 08:21:10,2
119,46,2021-02-01 18:37:57,1
119,32,2021-02-09 06:15:15,1
120,31,2021-02-08 00:03:37,1
120,48,2021-02-09 15:04:53,3
120,47,2021-02-05 00:24:09,5
120,45,2021-02-04 13:15:40,3
120,9,2021-02-03 16:19:56,5
120,22,2021-02-01 09:46:04,2
120,5,2021-02-05 03:04:54,1
120,18,2021-02-06 14:35:50,5
120,11,2021-02-09 15:05:29,2
120,16,2021-02-03 03:15:09,1
121,20,2021-02-05 02:15:31,3
121,27,2021-02-04 10:48:12,2
121,47,2021-02-01 00:14:17,4
121,24,2021-02-08 18:06:22,4
121,19,2021-02-01 12:11:50,4
121,32,2021-02-09 14:03:00,5
122,23,2021-02-08 09:28:08,4
122,34,2021-02-01 19:53:45,1
122,2,2021-02-03 00:19:11,4
122,48,2021-02-06 11:17:27,2
123,18,2021-02-05 19:55:24,2
123,49,2021-02-04 23:29:31,2
123,35,2021-02-03 12:14:38,2
123,29,2021-02-03 07:07:44,5
123,14,2021-02-02 04:07:01,1
123,22,2021-02-08 08:57:21,4
123,19,2021-02-06 00:44:50,2
123,6,2021-02-01 11:55:44,2
124,9,2021-02-08 16:45:50,2
124,15,2021-02-09 08:17:15,5
124,31,2021-02-06 05:34:20,3
124,5,2021-02-04 03:38:46,4
124,19,2021-02-01 01:08:21,1
124,6,2021-02-06 03:27:57,4
124,35,2021-02-03 13:58:15,1
124,1,2021-02-01 23:20:31,1
124,16,2021-02-05 20:03:48,4
125,41,2021-02-05 11:57:29,1
126,29,2021-02-06 18:43:08,3
127,13,2021-02-04 07:50:02,3
127,30,2021-02-03 23:21:47,2
128,47,2021-02-07 15:25:58,2
128,36,2021-02-08 20:54:11,5
128,9,2021-02-04 14:25:46,2
129,38,2021-02-09 20:49:55,3
129,13,2021-02-07 09:23:27,1
129,6,2021-02-01 20:59:29,1
129,39,2021-02-08 02:16:19,2
129,20,2021-02-07 07:24:49,1
129,29,2021-02-03 12:42:56,5
129,30,2021-02-04 08:57:51,5
130,21,2021-02-09 10:12:13,5
130,46,2021-02-04 20:31:34,1
130,9,2021-02-08 04:28:29,2
130,22,2021-02-01 16:06:03,2
130,4,2021-02-01 01:01:31,1
130,36,2021-02-06 04:07:14,5
131,42,2021-02-01 12:57:40,2
131,5,2021-02-06 00:38:02,5
131,1,2021-02-08 17:10:01,2
131,26,2021-02-01 23:49:35,1
132,15,2021-02-02 02:05:17,1
132,17,2021-02-05 13:00:48,1
132,23,2021-02-09 12:31:50,3
133,20,2021-02-05 14:06:44,3
133,40,2021-02-09 04:22:07,1
134,3,2021-02-04 10:19:50,1
135,10,2021-02-06 19:47:16,4
135,36,2021-02-07 02:31:41,4
135,18,2021-02-05 12:12:42,3
135,44,2021-02-02 17:51:03,1
135,12,2021-02-05 23:12:20,1
135,3,2021-02-01 05:47:27,3
135,19,2021-02-05 05:15:18,3
136,29,2021-02-08 23:23:08,5
136,10,2021-02-04 03:11:17,5
136,47,2021-02-01 11:33:18,2
136,33,2021-02-04 19:49:27,5
